PeakID (cmd=annotatePeaks.pl /sonas-hs/ware/hpc_norepl/data/foli/maizeCode/RA1_deduct_final.bed zm_v4 -ann /sonas-hs/ware/hpc/home/foli/software/homer/data/genomes/zm_v4/zm_v4.basic.annotation)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
7-1348	7	88767190	88767387	+	12.9	NA	NA	NA	-55166	transcript:Zm00001d020052_T002								
9-847	9	57785664	57785861	+	12.9	NA	NA	NA	-294333	transcript:Zm00001d046036_T002								
8-810	8	104419920	104420117	+	12.9	NA	NA	NA	3075	transcript:Zm00001d010214_T001								
4-1959-2	4	204238354	204238551	+	12.9	NA	promoter-TSS (transcript:Zm00001d052904_T002)	NA	-455	transcript:Zm00001d052904_T002								
10-960	10	124859657	124859854	+	12.9	NA	intron (transcript:Zm00001d025644_T001, intron 1 of 9)	NA	536	transcript:Zm00001d025644_T003								
7-1010	7	121385704	121385901	+	12.9	NA	NA	NA	3440	transcript:Zm00001d020536_T001								
6-1299	6	20366706	20366903	+	12.9	NA	NA	NA	14672	transcript:Zm00001d035306_T001								
1-1899-2	1	280810884	280811081	+	12.9	NA	exon (transcript:Zm00001d034003_T001, exon 1 of 2)	NA	111	transcript:Zm00001d034003_T001								
7-1240	7	170579334	170579531	+	12.9	NA	3' UTR (transcript:Zm00001d022111_T001, exon 6 of 6)	NA	3069	transcript:Zm00001d022111_T001								
10-863-2	10	13150946	13151143	+	12.9	NA	intron (transcript:Zm00001d023636_T001, intron 6 of 9)	NA	14042	transcript:Zm00001d023636_T001								
4-1984	4	218713531	218713728	+	12.9	NA	intron (transcript:Zm00001d053184_T001, intron 5 of 7)	NA	2126	transcript:Zm00001d053184_T001								
7-1479-2	7	181107877	181108074	+	12.9	NA	intron (transcript:Zm00001d022614_T002, intron 4 of 4)	NA	5372	transcript:Zm00001d022614_T003								
2-1821	2	89270024	89270221	+	12.9	NA	NA	NA	30849	transcript:Zm00001d004176_T001								
4-2017	4	245927727	245927924	+	12.9	NA	intron (transcript:Zm00001d054072_T002, intron 2 of 6)	NA	680	transcript:Zm00001d054072_T005								
4-1362	4	101943369	101943566	+	12.9	NA	NA	NA	-114963	transcript:Zm00001d050577_T001								
4-1612	4	133100220	133100417	+	12.9	NA	NA	NA	-8121	transcript:Zm00001d026892_T001								
3-1530	3	115687608	115687805	+	12.9	NA	promoter-TSS (transcript:Zm00001d041392_T001)	NA	-87	transcript:Zm00001d041392_T001								
6-1403	6	121701524	121701721	+	12.9	NA	NA	NA	-62068	transcript:Zm00001d037332_T001								
8-1272	8	96682090	96682287	+	12.9	NA	NA	NA	-3075	transcript:Zm00001d010044_T001								
10-1102	10	114298719	114298916	+	12.9	NA	NA	NA	4521	transcript:Zm00001d025327_T001								
6-1435	6	143299489	143299686	+	12.9	NA	NA	NA	10405	transcript:Zm00001d037950_T010								
2-1972	2	231892324	231892521	+	12.9	NA	NA	NA	2291	transcript:Zm00001d007443_T001								
7-1312	7	53794267	53794464	+	12.9	NA	promoter-TSS (transcript:Zm00001d019724_T056)	NA	97	transcript:Zm00001d019724_T056								
1-1467	1	32141926	32142123	+	12.9	NA	NA	NA	4253	transcript:Zm00001d028362_T001								
7-1245	7	174467408	174467605	+	12.9	NA	NA	NA	10481	transcript:Zm00001d022287_T001								
1-2366	1	94811773	94811970	+	12.9	NA	NA	NA	-44192	transcript:Zm00001d029929_T002								
7-813	7	73596188	73596385	+	12.9	NA	NA	NA	34212	transcript:Zm00001d019897_T002								
3-1909	3	226149809	226150006	+	12.9	NA	intron (transcript:Zm00001d044363_T001, intron 2 of 7)	NA	2710	transcript:Zm00001d044363_T002								
2-1714-2	2	232642014	232642211	+	12.9	NA	NA	NA	-1760	transcript:Zm00001d007477_T001								
4-1565	4	63814793	63814990	+	12.9	NA	NA	NA	-10505	transcript:Zm00001d050068_T001								
5-1599	5	216501178	216501375	+	12.9	NA	NA	NA	-8325	transcript:Zm00001d018202_T001								
4-1918	4	170883710	170883907	+	12.9	NA	NA	NA	-47824	transcript:Zm00001d051820_T001								
9-956	9	49660181	49660378	+	12.9	NA	NA	NA	-75330	transcript:Zm00001d045956_T002								
7-1115	7	50312970	50313167	+	12.9	NA	NA	NA	105179	transcript:Zm00001d019677_T001								
1-2529	1	250936507	250936704	+	12.9	NA	NA	NA	51767	transcript:Zm00001d033121_T001								
8-590	8	104624139	104624336	+	12.9	NA	NA	NA	-7951	transcript:Zm00001d010219_T001								
5-1484	5	90711981	90712178	+	12.9	NA	NA	NA	-147049	transcript:Zm00001d015448_T001								
1-625	1	226952370	226952569	+	12.5	NA	NA	NA	-11191	transcript:Zm00001d032452_T001								
4-617	4	227681190	227681389	+	12.5	NA	NA	NA	58714	transcript:Zm00001d053363_T001								
4-475	4	20836951	20837150	+	12.5	NA	NA	NA	-17514	transcript:Zm00001d049211_T001								
2-605	2	179354009	179354208	+	12.5	NA	NA	NA	-24880	transcript:Zm00001d005579_T002								
3-550	3	177902235	177902434	+	12.5	NA	promoter-TSS (transcript:Zm00001d042712_T001)	NA	-51	transcript:Zm00001d042711_T017								
3-450	3	57061865	57062064	+	12.5	NA	5' UTR (transcript:Zm00001d040667_T003, exon 1 of 5)	NA	-20	transcript:Zm00001d040667_T001								
10-220	10	4211239	4211438	+	12.5	NA	intron (transcript:Zm00001d023372_T002, intron 1 of 1)	NA	-606	transcript:Zm00001d023372_T004								
7-410	7	21890461	21890660	+	12.5	NA	intron (transcript:Zm00001d019206_T001, intron 1 of 1)	NA	2716	transcript:Zm00001d019206_T002								
5-454	5	79321533	79321732	+	12.5	NA	NA	NA	-66403	transcript:Zm00001d015206_T001								
4-571	4	82940740	82940939	+	12.5	NA	intron (transcript:Zm00001d050350_T001, intron 3 of 4)	NA	10644	transcript:Zm00001d050350_T001								
4-534	4	238896309	238896508	+	12.5	NA	NA	NA	-2092	transcript:Zm00001d053678_T001								
1-834	1	233337594	233337793	+	12.5	NA	exon (transcript:Zm00001d032656_T001, exon 3 of 3)	NA	3199	transcript:Zm00001d032656_T001								
9-484	9	139758138	139758337	+	12.5	NA	exon (transcript:Zm00001d047713_T004, exon 1 of 4)	NA	133	transcript:Zm00001d047713_T008								
1-627	1	229902408	229902607	+	12.5	NA	NA	NA	2078	transcript:Zm00001d032538_T001								
4-530	4	234352375	234352574	+	12.5	NA	NA	NA	7536	transcript:Zm00001d053563_T004								
4-304	4	2817450	2817649	+	12.5	NA	NA	NA	8065	transcript:Zm00001d048658_T003								
5-503	5	23082328	23082527	+	12.5	NA	promoter-TSS (transcript:Zm00001d013859_T051)	NA	31	transcript:Zm00001d013859_T051								
2-359	2	3820215	3820414	+	12.5	NA	intron (transcript:Zm00001d001978_T079, intron 17 of 21)	NA	1223	transcript:Zm00001d001978_T137								
6-429	6	118957761	118957960	+	12.5	NA	exon (transcript:Zm00001d037272_T001, exon 4 of 5)	NA	9185	transcript:Zm00001d037272_T001								
5-378	5	2624417	2624616	+	12.5	NA	TTS (transcript:Zm00001d012975_T001)	NA	1523	transcript:Zm00001d012975_T002								
2-556	2	37430616	37430815	+	12.5	NA	NA	NA	-1662	transcript:Zm00001d003242_T001								
10-229	10	63090869	63091068	+	12.5	NA	promoter-TSS (transcript:Zm00001d024307_T003)	NA	-760	transcript:Zm00001d024307_T003								
7-385	7	129007472	129007671	+	12.5	NA	NA	NA	-18151	transcript:Zm00001d020697_T001								
2-490	2	86928382	86928581	+	12.5	NA	intron (transcript:Zm00001d004154_T003, intron 16 of 21)	NA	-7509	transcript:Zm00001d004155_T001								
3-291	3	35086140	35086339	+	12.5	NA	NA	NA	-8116	transcript:Zm00001d040266_T001								
1-789	1	109223329	109223528	+	12.5	NA	intron (transcript:Zm00001d030154_T001, intron 1 of 8)	NA	1549	transcript:Zm00001d030154_T001								
8-345	8	119927477	119927676	+	12.5	NA	NA	NA	65458	transcript:Zm00001d010543_T001								
5-560	5	167726930	167727129	+	12.5	NA	promoter-TSS (transcript:Zm00001d016564_T001)	NA	-818	transcript:Zm00001d016564_T001								
1-455	1	31880188	31880387	+	12.5	NA	NA	NA	-7815	transcript:Zm00001d028358_T002								
3-573	3	234428800	234428999	+	12.5	NA	promoter-TSS (transcript:Zm00001d044667_T009)	NA	-89	transcript:Zm00001d044667_T009								
8-291	8	126977437	126977636	+	12.5	NA	3' UTR (transcript:Zm00001d010755_T015, exon 18 of 18)	NA	4360	transcript:Zm00001d010755_T039								
9-450	9	47339423	47339622	+	12.5	NA	NA	NA	-31995	transcript:Zm00001d027093_T001								
5-476	5	174054777	174054976	+	12.5	NA	NA	NA	41884	transcript:Zm00001d016719_T001								
6-411	6	55437818	55438017	+	12.5	NA	NA	NA	-21912	transcript:Zm00001d035845_T001								
2-408	2	36133855	36134054	+	12.5	NA	intron (transcript:Zm00001d003213_T002, intron 2 of 3)	NA	1548	transcript:Zm00001d003213_T002								
10-299	10	15278867	15279066	+	12.5	NA	exon (transcript:Zm00001d023682_T002, exon 5 of 6)	NA	2783	transcript:Zm00001d023682_T008								
2-445	2	214993346	214993545	+	12.5	NA	3' UTR (transcript:Zm00001d006710_T013, exon 3 of 3)	NA	4081	transcript:Zm00001d006710_T016								
10-256	10	2239063	2239262	+	12.5	NA	intron (transcript:Zm00001d023292_T001, intron 13 of 13)	NA	446	transcript:Zm00001d023292_T004								
8-285	8	98982785	98982984	+	12.5	NA	NA	NA	-69168	transcript:Zm00001d010092_T001								
4-457	4	211746570	211746769	+	12.5	NA	NA	NA	-1882	transcript:Zm00001d053063_T001								
7-400	7	1420014	1420213	+	12.5	NA	5' UTR (transcript:Zm00001d018639_T006, exon 3 of 14)	NA	-133	transcript:Zm00001d018639_T005								
1-805	1	174768592	174768791	+	12.5	NA	NA	NA	20379	transcript:Zm00001d031041_T008								
6-467	6	87385277	87385476	+	12.5	NA	NA	NA	-3338	transcript:Zm00001d001385_T001								
2-619	2	214450231	214450430	+	12.5	NA	promoter-TSS (transcript:Zm00001d006687_T001)	NA	20	transcript:Zm00001d006687_T001								
4-600	4	185637413	185637612	+	12.5	NA	intron (transcript:Zm00001d052276_T005, intron 2 of 4)	NA	1156	transcript:Zm00001d052276_T005								
4-580	4	129782847	129783046	+	12.5	NA	NA	NA	-105803	transcript:Zm00001d050908_T001								
7-365	7	79111645	79111844	+	12.5	NA	NA	NA	-17762	transcript:Zm00001d019949_T001								
1-768	1	22878678	22878877	+	12.5	NA	NA	NA	4538	transcript:Zm00001d022693_T001								
2-467	2	19015152	19015351	+	12.5	NA	intron (transcript:Zm00001d002676_T002, intron 1 of 13)	NA	150	transcript:Zm00001d002676_T004								
6-468	6	90180147	90180346	+	12.5	NA	promoter-TSS (transcript:Zm00001d036483_T012)	NA	692	transcript:Zm00001d036483_T008								
2-452	2	233472753	233472952	+	12.5	NA	promoter-TSS (transcript:Zm00001d007508_T007)	NA	62	transcript:Zm00001d007508_T008								
5-381	5	10718736	10718935	+	12.5	NA	TTS (transcript:Zm00001d013415_T003)	NA	4287	transcript:Zm00001d013415_T003								
7-455	7	140614206	140614405	+	12.5	NA	NA	NA	-46904	transcript:Zm00001d021021_T002								
1-590	1	46961213	46961412	+	12.5	NA	NA	NA	4585	transcript:Zm00001d028807_T001								
7-411	7	22120603	22120802	+	12.5	NA	intron (transcript:Zm00001d019215_T002, intron 1 of 7)	NA	131	transcript:Zm00001d019215_T004								
2-1961	2	225210253	225210450	+	12.3	NA	TTS (transcript:Zm00001d007229_T002)	NA	402	transcript:Zm00001d007227_T002								
3-1955-2	3	20686944	20687141	+	12.3	NA	NA	NA	-1037	transcript:Zm00001d039958_T001								
5-1697	5	72039367	72039564	+	12.3	NA	TTS (transcript:Zm00001d015009_T001)	NA	444	transcript:Zm00001d015008_T001								
10-1203	10	43322644	43322841	+	12.3	NA	NA	NA	100276	transcript:Zm00001d024088_T001								
3-2043	3	105948196	105948393	+	12.3	NA	intron (transcript:Zm00001d041216_T001, intron 4 of 5)	NA	1323	transcript:Zm00001d041216_T002								
1-2489	1	218465875	218466072	+	12.3	NA	NA	NA	-34182	transcript:Zm00001d032239_T001								
1-2982	1	282135963	282136160	+	12.3	NA	TTS (transcript:Zm00001d034045_T001)	NA	2471	transcript:Zm00001d034045_T001								
3-2159	3	196441593	196441790	+	12.3	NA	exon (transcript:Zm00001d043320_T005, exon 5 of 7)	NA	1925	transcript:Zm00001d043320_T003								
6-1348	6	73016803	73017000	+	12.3	NA	NA	NA	-1058	transcript:Zm00001d036119_T001								
6-1471	6	169138807	169139004	+	12.3	NA	3' UTR (transcript:Zm00001d039041_T006, exon 8 of 9)	NA	8281	transcript:Zm00001d039041_T009								
5-1909	5	33579823	33580020	+	12.3	NA	intron (transcript:Zm00001d014132_T001, intron 2 of 5)	NA	1377	transcript:Zm00001d014132_T001								
7-1104	7	32993401	32993598	+	12.3	NA	NA	NA	-4438	transcript:Zm00001d019422_T001								
3-1745-2	3	75675458	75675655	+	12.3	NA	NA	NA	-74327	transcript:Zm00001d040888_T002								
9-1171	9	105991029	105991226	+	12.3	NA	NA	NA	17109	transcript:Zm00001d046788_T001								
4-2222	4	184366167	184366364	+	12.3	NA	intron (transcript:Zm00001d052239_T001, intron 1 of 1)	NA	2396	transcript:Zm00001d052239_T001								
3-1041	3	5850628	5850825	+	12.3	NA	TTS (transcript:Zm00001d039495_T001)	NA	1666	transcript:Zm00001d039495_T001								
7-1389	7	130288102	130288299	+	12.3	NA	promoter-TSS (transcript:Zm00001d020725_T001)	NA	-939	transcript:Zm00001d020725_T001								
5-2157	5	205404368	205404565	+	12.3	NA	NA	NA	-26833	transcript:Zm00001d017728_T001								
2-1811	2	75820647	75820844	+	12.3	NA	NA	NA	28440	transcript:Zm00001d004016_T002								
9-1309	9	79830003	79830200	+	12.3	NA	NA	NA	-1713	transcript:Zm00001d046312_T001								
1-2720	1	61781255	61781452	+	12.3	NA	exon (transcript:Zm00001d029195_T003, exon 3 of 7)	NA	4249	transcript:Zm00001d029195_T003								
6-1566	6	99049063	99049260	+	12.3	NA	NA	NA	9219	transcript:Zm00001d036724_T001								
5-1297	5	95903867	95904064	+	12.3	NA	NA	NA	41042	transcript:Zm00001d015525_T001								
7-1281	7	21890497	21890694	+	12.3	NA	intron (transcript:Zm00001d019206_T001, intron 1 of 1)	NA	2751	transcript:Zm00001d019206_T002								
7-1649	7	143203152	143203349	+	12.3	NA	intron (transcript:Zm00001d021120_T001, intron 6 of 8)	NA	3528	transcript:Zm00001d021120_T001								
3-1981-2	3	43170940	43171137	+	12.3	NA	NA	NA	-16441	transcript:Zm00001d040431_T002								
8-1462	8	77321759	77321956	+	12.3	NA	NA	NA	-65025	transcript:Zm00001d009714_T002								
3-1903	3	222864359	222864556	+	12.3	NA	NA	NA	-1370	transcript:Zm00001d044243_T002								
10-1249	10	81916447	81916644	+	12.3	NA	NA	NA	-3593	transcript:Zm00001d024644_T001								
10-1179-2	10	20039570	20039767	+	12.3	NA	NA	NA	-13576	transcript:Zm00001d023784_T003								
1-1975	1	53183887	53184084	+	12.3	NA	intron (transcript:Zm00001d028967_T003, intron 2 of 10)	NA	508	transcript:Zm00001d028967_T005								
5-1954	5	65278991	65279188	+	12.3	NA	NA	NA	21676	transcript:Zm00001d014846_T001								
2-1700	2	220867566	220867763	+	12.3	NA	NA	NA	-1035	transcript:Zm00001d007049_T001								
2-2292	2	233573429	233573626	+	12.3	NA	intron (transcript:Zm00001d007512_T001, intron 2 of 4)	NA	1914	transcript:Zm00001d007512_T001								
2-1794	2	56804675	56804872	+	12.3	NA	NA	NA	-9845	transcript:Zm00001d003732_T001								
2-2215-2	2	189963857	189964054	+	12.3	NA	NA	NA	30818	transcript:Zm00001d005826_T001								
1-2983	1	282817498	282817695	+	12.3	NA	NA	NA	-16009	transcript:Zm00001d034060_T001								
7-1263	7	6493487	6493684	+	12.3	NA	promoter-TSS (transcript:Zm00001d018822_T001)	NA	-721	transcript:Zm00001d018822_T001								
10-871	10	19813235	19813432	+	12.3	NA	NA	NA	-26915	transcript:Zm00001d023776_T001								
7-1650	7	143458779	143458976	+	12.3	NA	promoter-TSS (transcript:Zm00001d021132_T003)	NA	-326	transcript:Zm00001d021132_T002								
6-1325	6	48365482	48365679	+	12.3	NA	NA	NA	-123699	transcript:Zm00001d035783_T001								
4-2008	4	240043177	240043374	+	12.3	NA	exon (transcript:Zm00001d053735_T001, exon 7 of 16)	NA	2350	transcript:Zm00001d053735_T002								
7-1663	7	148761671	148761868	+	12.3	NA	3' UTR (transcript:Zm00001d021318_T006, exon 11 of 11)	NA	-1021	transcript:Zm00001d021318_T005								
3-1665	3	7297853	7298050	+	12.3	NA	exon (transcript:Zm00001d039528_T001, exon 5 of 11)	NA	5229	transcript:Zm00001d039528_T001								
10-1089	10	102196283	102196480	+	12.3	NA	intron (transcript:Zm00001d025060_T002, intron 3 of 9)	NA	12493	transcript:Zm00001d025060_T005								
4-1886-2	4	136842686	136842883	+	12.3	NA	NA	NA	-75072	transcript:Zm00001d051012_T001								
4-2010	4	240825468	240825665	+	12.3	NA	NA	NA	3797	transcript:Zm00001d053772_T001								
8-1184	8	174180113	174180310	+	12.3	NA	exon (transcript:Zm00001d012420_T002, exon 2 of 2)	NA	1415	transcript:Zm00001d012420_T002								
3-1787	3	126920905	126921102	+	12.3	NA	NA	NA	5799	transcript:Zm00001d041553_T001								
2-1749	2	16820855	16821052	+	12.3	NA	3' UTR (transcript:Zm00001d002616_T001, exon 3 of 3)	NA	3415	transcript:Zm00001d002616_T001								
7-1316	7	57732817	57733014	+	12.3	NA	NA	NA	-49916	transcript:Zm00001d019762_T001								
6-1265	6	170249906	170250103	+	12.3	NA	promoter-TSS (transcript:Zm00001d039113_T001)	NA	-519	transcript:Zm00001d039113_T001								
8-1563	8	160813731	160813928	+	12.3	NA	NA	NA	-4693	transcript:Zm00001d011756_T001								
4-1815	4	61012847	61013044	+	12.3	NA	NA	NA	-35453	transcript:Zm00001d050026_T006								
1-2598	1	300241535	300241732	+	12.3	NA	exon (transcript:Zm00001d034701_T017, exon 5 of 12)	NA	667	transcript:Zm00001d034701_T026								
8-1350	8	163816686	163816883	+	12.3	NA	NA	NA	-20560	transcript:Zm00001d011878_T001								
8-1045	8	15014306	15014503	+	12.3	NA	intron (transcript:Zm00001d008623_T001, intron 16 of 16)	NA	7110	transcript:Zm00001d008623_T001								
4-2219	4	181094164	181094361	+	12.3	NA	NA	NA	-40211	transcript:Zm00001d052147_T002								
4-1897	4	147431675	147431872	+	12.3	NA	promoter-TSS (transcript:Zm00001d051179_T001)	NA	-496	transcript:Zm00001d051179_T001								
5-2092	5	166523475	166523672	+	12.3	NA	exon (transcript:Zm00001d016528_T003, exon 3 of 9)	NA	649	transcript:Zm00001d016528_T003								
2-1568	2	57069740	57069937	+	12.3	NA	NA	NA	-3386	transcript:Zm00001d003743_T001								
2-1512	2	5365761	5365958	+	12.3	NA	NA	NA	1318	transcript:Zm00001d002069_T001								
7-1630	7	125209183	125209380	+	12.3	NA	exon (transcript:Zm00001d020617_T001, exon 1 of 1)	NA	1711	transcript:Zm00001d020617_T001								
1-2969	1	275054337	275054534	+	12.3	NA	NA	NA	32732	transcript:Zm00001d033827_T006								
2-1680	2	199408059	199408256	+	12.3	NA	intron (transcript:Zm00001d006130_T001, intron 4 of 4)	NA	4311	transcript:Zm00001d006130_T001								
10-1305	10	131875162	131875359	+	12.3	NA	NA	NA	-16280	transcript:Zm00001d025863_T001								
4-2188	4	152671236	152671433	+	12.3	NA	intron (transcript:Zm00001d051307_T001, intron 1 of 2)	NA	3097	transcript:Zm00001d051307_T001								
2-1891	2	174045085	174045282	+	12.3	NA	NA	NA	-77538	transcript:Zm00001d005437_T001								
5-1910	5	33730965	33731162	+	12.3	NA	NA	NA	-14251	transcript:Zm00001d014136_T001								
9-1512	9	86167094	86167291	+	12.3	NA	NA	NA	-152019	transcript:Zm00001d046383_T001								
9-1343	9	111136256	111136453	+	12.3	NA	NA	NA	-4573	transcript:Zm00001d046927_T001								
3-1568	3	160562272	160562469	+	12.3	NA	promoter-TSS (transcript:Zm00001d042314_T011)	NA	-214	transcript:Zm00001d042314_T011								
10-1110	10	117256052	117256249	+	12.3	NA	exon (transcript:Zm00001d025402_T004, exon 5 of 6)	NA	1280	transcript:Zm00001d025402_T004								
9-1362	9	127737379	127737576	+	12.3	NA	3' UTR (transcript:Zm00001d047362_T001, exon 7 of 7)	NA	1883	transcript:Zm00001d047362_T013								
7-1294	7	32813533	32813730	+	12.3	NA	NA	NA	28831	transcript:Zm00001d019414_T001								
3-1816-2	3	157315904	157316101	+	12.3	NA	promoter-TSS (transcript:Zm00001d042243_T001)	NA	-80	transcript:Zm00001d042243_T001								
1-2263	1	4318743	4318940	+	12.3	NA	exon (transcript:Zm00001d027393_T001, exon 1 of 1)	NA	863	transcript:Zm00001d027393_T001								
6-1419	6	133540899	133541096	+	12.3	NA	NA	NA	-5605	transcript:Zm00001d037666_T001								
7-1405	7	138700229	138700426	+	12.3	NA	intron (transcript:Zm00001d020980_T001, intron 2 of 4)	NA	2169	transcript:Zm00001d020980_T001								
8-1381	8	4551495	4551692	+	12.3	NA	exon (transcript:Zm00001d008298_T001, exon 1 of 1)	NA	849	transcript:Zm00001d008298_T001								
5-2153	5	203831622	203831819	+	12.3	NA	intron (transcript:Zm00001d017675_T005, intron 10 of 13)	NA	4772	transcript:Zm00001d017675_T005								
3-1452	3	21211197	21211394	+	12.3	NA	NA	NA	-11721	transcript:Zm00001d039971_T001								
5-1409	5	11688888	11689085	+	12.3	NA	intron (transcript:Zm00001d013442_T083, intron 1 of 17)	NA	-1177	transcript:Zm00001d013442_T090								
5-1295	5	93021544	93021741	+	12.3	NA	NA	NA	76089	transcript:Zm00001d015485_T001								
3-1606	3	199480182	199480379	+	12.3	NA	exon (transcript:Zm00001d043426_T001, exon 1 of 1)	NA	1240	transcript:Zm00001d043426_T001								
4-1909	4	161091941	161092138	+	12.3	NA	exon (transcript:Zm00001d051514_T003, exon 6 of 10)	NA	4756	transcript:Zm00001d051514_T001								
8-1142	8	138814308	138814505	+	12.3	NA	intron (transcript:Zm00001d011095_T001, intron 2 of 2)	NA	889	transcript:Zm00001d011095_T001								
7-1132	7	71945904	71946101	+	12.3	NA	NA	NA	30137	transcript:Zm00001d019875_T001								
5-2144	5	198260071	198260268	+	12.3	NA	NA	NA	15933	transcript:Zm00001d017513_T001								
1-2544	1	262090062	262090259	+	12.3	NA	intron (transcript:Zm00001d033405_T002, intron 1 of 6)	NA	995	transcript:Zm00001d033405_T003								
5-1219	5	1960725	1960922	+	12.3	NA	intron (transcript:Zm00001d012921_T001, intron 6 of 6)	NA	-1510	transcript:Zm00001d012920_T001								
6-1301	6	22185762	22185959	+	12.3	NA	NA	NA	-49826	transcript:Zm00001d035337_T002								
